


2022-12-03 00:02:54:748877  ->     Device used:genmet0

2022-12-03 00:02:54:748877  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-03 02:00:11:692961  ->      39.3    44.1           0.4548474611   0.4407778544   0.7738402097           0.9417643574   0.2414868738 +0.2340170611 *i
2022-12-03 02:00:12:246012  ->      34.0    60.6           0.2745098953   0.4871765806   0.8290375726           0.9563047560   0.1435263673 +0.2547182671 *i
2022-12-03 02:00:12:798836  ->      40.4    47.3           0.4395287781   0.4763127747   0.7615383075           0.9384930228   0.2341673126 +0.2537646861 *i
2022-12-03 02:00:13:351651  ->      35.1    35.3           0.4692834007   0.3322711690   0.8181497174           0.9534541723   0.2460964639 +0.1742460092 *i
2022-12-03 02:00:13:904301  ->      33.5    52.7           0.3344674108   0.4390512349   0.8338858221           0.9575713608   0.1746435955 +0.2292524886 *i
2022-12-03 02:00:14:457077  ->      36.3    44.8           0.4200752273   0.4171527385   0.8059282822           0.9502442534   0.2210353948 +0.2194976381 *i
2022-12-03 02:00:15:009770  ->      41.2    47.9           0.4416029477   0.4887316661   0.7524149089           0.9360595357   0.2358840067 +0.2610580030 *i
2022-12-03 02:00:15:562251  ->      43.4    38.9           0.5347211477   0.4314655742   0.7265746710           0.9291325715   0.2877528805 +0.2321873043 *i
2022-12-03 02:00:16:114673  ->      40.5    46.7           0.4454033908   0.4726505971   0.7604059656           0.9381913359   0.2373734300 +0.2518945651 *i
2022-12-03 02:00:16:667568  ->      42.7    33.8           0.5635401533   0.3772572510   0.7349145951           0.9313738764   0.3025316512 +0.2025272882 *i
2022-12-03 02:00:17:220403  ->      42.4    45.0           0.4768037908   0.4768037908   0.7384553406           0.9323238012   0.2557071857 +0.2557071857 *i
2022-12-03 02:00:17:773134  ->      37.7    39.7           0.4705086326   0.3906237928   0.7912235330           0.9463676698   0.2485865946 +0.2063805671 *i
2022-12-03 02:00:18:325369  ->      43.5    34.3           0.5686485410   0.3879057343   0.7253743710           0.9288095529   0.3061168671 +0.2088187687 *i
2022-12-03 02:00:18:878209  ->      40.1    41.5           0.4824200774   0.4268092306   0.7649214009           0.9393937941   0.2567720164 +0.2271726901 *i
2022-12-03 02:00:19:431314  ->      37.5    44.9           0.4312099718   0.4297073861   0.7933533403           0.9469301295   0.2276883787 +0.2268949803 *i
2022-12-03 02:00:19:983895  ->      43.2    61.7           0.3245357115   0.6027282242   0.7289686274           0.9297764859   0.1745235099 +0.3241253319 *i
2022-12-03 02:00:20:539482  ->      41.6    45.2           0.4678251223   0.4711026117   0.7477980905           0.9348256764   0.2502205139 +0.2519735089 *i
2022-12-03 02:00:21:092221  ->      37.5    41.1           0.4587403275   0.4001846940   0.7933533403           0.9469301295   0.2422250139 +0.2113063475 *i
2022-12-03 02:00:21:645800  ->      44.0    53.0           0.4180558433   0.5547788420   0.7193398003           0.9271838546   0.2254438757 +0.2991741278 *i
2022-12-03 02:00:22:198314  ->      36.7    52.1           0.3671122830   0.4715764922   0.8017756442           0.9491511061   0.1933897989 +0.2484201352 *i
2022-12-03 02:00:22:751135  ->      38.5    35.3           0.5080575953   0.3597248291   0.7826081569           0.9440890204   0.2690729287 +0.1905142531 *i
2022-12-03 02:00:23:303575  ->      41.9    38.1           0.5255408267   0.4120766453   0.7443115462           0.9338928060   0.2813710649 +0.2206230965 *i
2022-12-03 02:00:23:855993  ->      38.2    33.9           0.5132865654   0.3449142579   0.7858568932           0.9449489122   0.2715948761 +0.1825041827 *i
2022-12-03 02:00:24:408550  ->      42.5    38.8           0.5265130975   0.4233273990   0.7372773368           0.9320078693   0.2824617232 +0.2271050562 *i
2022-12-03 02:00:24:961243  ->      39.2    45.3           0.4445660635   0.4492460958   0.7749444887           0.9420574528   0.2359548572 +0.2384387993 *i
2022-12-03 02:00:25:514703  ->      39.2    41.5           0.4733619619   0.4187952870   0.7749444887           0.9420574528   0.2512383722 +0.2222769353 *i
2022-12-03 02:00:26:067675  ->      44.7    53.9           0.4144375967   0.5683358043   0.7107994739           0.9248782282   0.2240498176 +0.3072489907 *i
2022-12-03 02:00:26:620036  ->      39.9    37.4           0.5095769657   0.3896010086   0.7671651518           0.9399907318   0.2710542500 +0.2072366224 *i
2022-12-03 02:00:27:172571  ->      41.7    40.1           0.5088489348   0.4284905907   0.7466381823           0.9345154312   0.2722528263 +0.2292581676 *i
2022-12-03 02:00:27:725504  ->      34.6    55.7           0.3199947421   0.4690947493   0.8231363685           0.9547607995   0.1675784878 +0.2456608763 *i
2022-12-03 02:00:28:281252  ->      36.4    37.1           0.4733013670   0.3579550125   0.8048937974           0.9499720515   0.2491133114 +0.1884029177 *i
2022-12-03 02:00:28:834099  ->      41.4    59.0           0.3406007900   0.5668549065   0.7501110696           0.9354440308   0.1820530031 +0.3029870777 *i
2022-12-03 02:00:29:386884  ->      33.7    43.0           0.4057875258   0.3784029896   0.8319541221           0.9570669052   0.2119953807 +0.1976888907 *i
2022-12-03 02:00:29:939904  ->      38.9    53.0           0.3779176021   0.5015135968   0.7782431485           0.9429324336   0.2003948473 +0.2659329444 *i
2022-12-03 02:00:30:492492  ->      33.6    30.3           0.4777958014   0.2792013234   0.8329212407           0.9573194975   0.2495487675 +0.1458245257 *i
2022-12-03 02:00:31:044989  ->      34.6    41.6           0.4246324683   0.3770063470   0.8231363685           0.9547607995   0.2223763630 +0.1974349739 *i
2022-12-03 02:00:31:597765  ->      42.4    36.5           0.5420426004   0.4010904253   0.7384553406           0.9323238012   0.2906943916 +0.2151025345 *i
2022-12-03 02:00:32:150674  ->      36.9    36.4           0.4832745152   0.3563007016   0.7996846585           0.9486001946   0.2547303479 +0.1878034095 *i
2022-12-03 02:00:32:703657  ->      40.1    40.3           0.4912526928   0.4166125805   0.7649214009           0.9393937941   0.2614732479 +0.2217454400 *i
2022-12-03 02:00:33:257018  ->      36.6    44.2           0.4274399374   0.4156671763   0.8028174752           0.9494254776   0.2251045224 +0.2189045829 *i
2022-12-03 02:00:33:809622  ->      38.3    61.9           0.2919232877   0.5467237349   0.7847763705           0.9446630009   0.1545118669 +0.2893750123 *i
2022-12-03 02:00:34:362358  ->      42.6    48.8           0.4458510670   0.5092915711   0.7360970871           0.9316912276   0.2392697569 +0.2733156415 *i
2022-12-03 02:00:34:915212  ->      33.2    24.6           0.4978642548   0.2279400525   0.8367643135           0.9583225745   0.2597581796 +0.1189265799 *i
2022-12-03 02:00:35:467742  ->      42.3    50.0           0.4326041048   0.5155574961   0.7396310950           0.9326390231   0.2319247287 +0.2763971286 *i
2022-12-03 02:00:36:020422  ->      44.6    37.3           0.5585441332   0.4254966053   0.7120260460           0.9252097184   0.3018473121 +0.2299460311 *i
2022-12-03 02:00:36:573334  ->      41.3    58.9           0.3409128586   0.5651377041   0.7512641335           0.9357521396   0.1821598072 +0.3019697632 *i
2022-12-03 02:00:37:126613  ->      39.3    44.4           0.4525333293   0.4431533772   0.7738402097           0.9417643574   0.2402582587 +0.2352782698 *i
2022-12-03 02:00:37:679589  ->      45.9    51.2           0.4499806752   0.5596630875   0.6959127966           0.9208454801   0.2443301753 +0.3038854507 *i
2022-12-03 02:00:38:232838  ->      40.7    37.5           0.5173444469   0.3969723562   0.7581343362           0.9375858191   0.2758917831 +0.2116992109 *i
2022-12-03 02:00:38:785498  ->      39.5    44.0           0.4575563800   0.4418570600   0.7716245834           0.9411760153   0.2430769445 +0.2347366767 *i
2022-12-03 02:00:39:338388  ->      36.8    37.9           0.4726799880   0.3679713311   0.8007313709           0.9488760116   0.2490736314 +0.1938985318 *i
2022-12-03 02:00:39:891253  ->      40.3    34.3           0.5343119338   0.3644828889   0.7626683297           0.9387939949   0.2845735788 +0.1941229337 *i
2022-12-03 02:00:40:443876  ->      39.2    38.8           0.4925644305   0.3960319699   0.7749444887           0.9420574528   0.2614301437 +0.2101952321 *i
2022-12-03 02:00:40:996912  ->      40.5    43.7           0.4695296019   0.4486922335   0.7604059656           0.9381913359   0.2502312609 +0.2391261869 *i
2022-12-03 02:00:41:549669  ->      43.4    62.6           0.3161975246   0.6100068630   0.7265746710           0.9291325715   0.1701573781 +0.3282668597 *i
2022-12-03 02:00:42:102627  ->      34.7    49.4           0.3704724363   0.4322376080   0.8221440410           0.9545009275   0.1940660431 +0.2264207376 *i
2022-12-03 02:00:42:655601  ->      35.1    26.1           0.5163705725   0.2529673332   0.8181497174           0.9534541723   0.2707894032 +0.1326583598 *i
2022-12-03 02:00:43:208563  ->      39.6    51.1           0.4002787176   0.4960708527   0.7705132428           0.9408807690   0.2127149001 +0.2636204656 *i
2022-12-03 02:00:43:761685  ->      40.5    43.0           0.4749762342   0.4429225039   0.7604059656           0.9381913359   0.2531339909 +0.2360512653 *i
2022-12-03 02:00:44:314433  ->      37.3    57.1           0.3291574160   0.5087998985   0.7954734809           0.9474897047   0.1736997322 +0.2684989061 *i
2022-12-03 02:00:44:867335  ->      41.6    38.2           0.5217509908   0.4105775438   0.7477980905           0.9348256764   0.2790632542 +0.2196011268 *i
2022-12-03 02:00:45:419809  ->      40.0    38.1           0.5058320817   0.3966230153   0.7660444431           0.9396926208   0.2691476290 +0.2110386985 *i
2022-12-03 02:00:45:972759  ->      40.8    32.6           0.5504757541   0.3520439318   0.7569950557           0.9372819895   0.2936553568 +0.1878004356 *i
2022-12-03 02:00:46:525206  ->      43.1    43.4           0.4964494173   0.4694688764   0.7301622766           0.9300973811   0.2668803436 +0.2523761952 *i
2022-12-03 02:00:47:077929  ->      45.7    39.1           0.5554107746   0.4513700927   0.6984152854           0.9215246295   0.3013542757 +0.2449039767 *i
2022-12-03 02:00:47:630974  ->      37.7    35.3           0.4990902048   0.3533755627   0.7912235330           0.9463676698   0.2636872649 +0.1867009905 *i
2022-12-03 02:00:48:183906  ->      43.4    37.6           0.5443723189   0.4192231219   0.7265746710           0.9291325715   0.2929465265 +0.2255991958 *i
2022-12-03 02:00:48:736185  ->      39.2    45.0           0.4469122058   0.4469122058   0.7749444887           0.9420574528   0.2372000797 +0.2372000797 *i
2022-12-03 02:00:49:288540  ->      43.5    62.3           0.3199761491   0.6094647536   0.7253743710           0.9288095529   0.1722506773 +0.3280891931 *i
2022-12-03 02:00:49:840855  ->      40.1    43.2           0.4695459183   0.4409329666   0.7649214009           0.9393937941   0.2499196403 +0.2346901637 *i
2022-12-03 02:00:50:393352  ->      40.8    29.5           0.5687083445   0.3217597001   0.7569950557           0.9372819895   0.3033816668 +0.1716450885 *i
2022-12-03 02:00:50:946952  ->      41.9    49.2           0.4363755518   0.5055459425   0.7443115462           0.9338928060   0.2336325695 +0.2706659368 *i
2022-12-03 02:00:51:502855  ->      40.9    46.1           0.4539984773   0.4717742212   0.7558534692           0.9369774461   0.2422675589 +0.2517532429 *i
2022-12-03 02:00:52:055337  ->      41.8    45.8           0.4646831782   0.4778441983   0.7454759997           0.9342044743   0.2487052840 +0.2557492559 *i
2022-12-03 02:00:52:607551  ->      39.6    38.5           0.4988532138   0.3968057634   0.7705132428           0.9408807690   0.2650990594 +0.2108693133 *i
2022-12-03 02:00:53:160495  ->      35.8    40.0           0.4481035764   0.3760035457   0.8110638190           0.9515944039   0.2354488291 +0.1975650257 *i
2022-12-03 02:00:53:713669  ->      37.6    38.0           0.4808009504   0.3756428718   0.7922896434           0.9466492601   0.2539488334 +0.1984065734 *i
2022-12-03 02:00:54:266346  ->      44.1    45.3           0.4895013747   0.4946544497   0.7181262978           0.9268565956   0.2640653242 +0.2668451905 *i
2022-12-03 02:00:54:818765  ->      42.9    40.9           0.5145252303   0.4456957357   0.7325428988           0.9307370463   0.2764074087 +0.2394316082 *i
2022-12-03 02:00:55:371760  ->      31.8    37.6           0.4175016193   0.3215195302   0.8498926930           0.9617413095   0.2170550517 +0.1671548924 *i
2022-12-03 02:00:55:924750  ->      35.6    36.9           0.4655148086   0.3495184049   0.8131007610           0.9521293927   0.2444598456 +0.1835456439 *i
2022-12-03 02:00:56:477578  ->      40.6    41.6           0.4866477170   0.4320660614   0.7592713073           0.9378889346   0.2594378178 +0.2303396732 *i
2022-12-03 02:00:57:030384  ->      43.2    57.3           0.3698199479   0.5760537704   0.7289686274           0.9297764859   0.1988757263 +0.3097807802 *i
2022-12-03 02:00:57:583101  ->      38.8    47.8           0.4209026814   0.4641909835   0.7793379649           0.9432226579   0.2231194713 +0.2460664932 *i
2022-12-03 02:00:58:135960  ->      38.8    33.9           0.5200888613   0.3494852111   0.7793379649           0.9432226579   0.2756978201 +0.1852612467 *i
2022-12-03 02:00:58:688488  ->      31.7    52.9           0.3169686973   0.4191077439   0.8508111094           0.9619800178   0.1647480672 +0.2178359925 *i
2022-12-03 02:00:59:241057  ->      37.3    44.0           0.4359115749   0.4209549146   0.7954734809           0.9474897047   0.2300349928 +0.2221422104 *i
2022-12-03 02:00:59:793935  ->      34.9    49.1           0.3746072547   0.4324584433   0.8201518759           0.9539790029   0.1963393605 +0.2266603573 *i
2022-12-03 02:01:00:346497  ->      36.2    38.1           0.4647682840   0.3644248850   0.8069603121           0.9505157316   0.2444821630 +0.1916985026 *i
2022-12-03 02:01:00:899143  ->      43.7    37.2           0.5503085103   0.4177068942   0.7229671459           0.9281613938   0.2964508726 +0.2250184596 *i
2022-12-03 02:01:01:451544  ->      39.5    36.9           0.5086619944   0.3819142283   0.7716245834           0.9411760153   0.2702268152 +0.2028920320 *i
2022-12-03 02:01:02:003789  ->      36.9    43.8           0.4333594388   0.4155767604   0.7996846585           0.9486001946   0.2284204880 +0.2190473725 *i
2022-12-03 02:01:02:556631  ->      41.1    37.4           0.5222285064   0.3992738419   0.7535633923           0.9363662190   0.2788591129 +0.2132038906 *i
2022-12-03 02:01:03:109545  ->      42.8    34.2           0.5619527041   0.3819026634   0.7337298645           0.9310558159   0.3017825003 +0.2050911754 *i
2022-12-03 02:01:03:662071  ->      35.4    41.8           0.4318402110   0.3861097108   0.8151277957           0.9526614813   0.2266493500 +0.2026479071 *i
2022-12-03 02:01:04:214762  ->      37.8    44.7           0.4356540113   0.4311155749   0.7901550124           0.9460853588   0.2302403304 +0.2278417961 *i
2022-12-03 02:01:04:767387  ->      37.1    62.5           0.2785304518   0.5350520198   0.7975839288           0.9480463936   0.1468970578 +0.2821866226 *i
2022-12-03 02:01:05:319734  ->      41.3    47.5           0.4458906639   0.4866042720   0.7512641335           0.9357521396   0.2382525484 +0.2600070315 *i
2022-12-03 02:01:05:872618  ->      40.3    28.6           0.5678704151   0.3096130013   0.7626683297           0.9387939949   0.3024467658 +0.1648993299 *i
2022-12-03 02:01:06:428486  ->      37.3    53.0           0.3646929231   0.4839638551   0.7954734809           0.9474897047   0.1924521825 +0.2553926722 *i
2022-12-03 02:01:06:981268  ->      37.6    47.2           0.4145578259   0.4476817284   0.7922896434           0.9466492601   0.2189606243 +0.2364559649 *i
2022-12-03 02:01:07:533867  ->      39.6    44.1           0.4577509299   0.4435915113   0.7705132428           0.9408807690   0.2432566086 +0.2357320534 *i
2022-12-03 02:01:08:086852  ->      40.7    38.1           0.5131590717   0.4023681093   0.7581343362           0.9375858191   0.2736597874 +0.2145766825 *i
2022-12-03 02:01:08:639616  ->      35.8    39.0           0.4545974947   0.3681257928   0.8110638190           0.9515944039   0.2388609543 +0.1934257869 *i
2022-12-03 02:01:09:192291  ->      38.8    38.5           0.4903852539   0.3900700439   0.7793379649           0.9432226579   0.2599520112 +0.2067751663 *i
2022-12-03 02:01:09:745060  ->      40.3    45.2           0.4557502053   0.4589431002   0.7626683297           0.9387939949   0.2427317429 +0.2444322731 *i
2022-12-03 02:01:10:297239  ->      37.3    41.1           0.4566506746   0.3983617736   0.7954734809           0.9474897047   0.2409792277 +0.2102195790 *i
2022-12-03 02:01:10:849578  ->      41.3    38.7           0.5150853706   0.4126611961   0.7512641335           0.9357521396   0.2752253234 +0.2204970625 *i
2022-12-03 02:01:11:401726  ->      38.5    40.3           0.4747721981   0.4026361046   0.7826081569           0.9440890204   0.2514446137 +0.2132405398 *i
2022-12-03 02:01:11:954356  ->      36.4    44.2           0.4254282946   0.4137109391   0.8048937974           0.9499720515   0.2239162162 +0.2177490056 *i
2022-12-03 02:01:12:511227  ->      35.6    52.2           0.3567872745   0.4599673827   0.8131007610           0.9521293927   0.1873628087 +0.2415466775 *i
2022-12-03 02:01:13:063801  ->      39.0    43.4           0.4572482561   0.4323981810   0.7771459615           0.9426414911   0.2425356089 +0.2293545240 *i
2022-12-03 02:01:13:616818  ->      39.1    54.0           0.3707019386   0.5102274462   0.7760464071           0.9423498308   0.1966901922 +0.2707208244 *i
2022-12-03 02:01:14:169766  ->      38.7    47.2           0.4248156859   0.4587592095   0.7804304073           0.9435121640   0.2251246471 +0.2431125040 *i
2022-12-03 02:01:14:722531  ->      37.4    53.2           0.3638324612   0.4863448888   0.7944146205           0.9472102777   0.1920547474 +0.2567248795 *i
2022-12-03 02:01:15:279546  ->      39.6    39.5           0.4918520205   0.4054515170   0.7705132428           0.9408807690   0.2613785066 +0.2154638135 *i
2022-12-03 02:01:15:831933  ->      39.4    45.1           0.4480382243   0.4496049087   0.7727335735           0.9414705448   0.2379459595 +0.2387780006 *i
2022-12-03 02:01:16:384865  ->      33.5    40.1           0.4221884120   0.3555156544   0.8338858221           0.9575713608   0.2204474932 +0.1856340263 *i
2022-12-03 02:01:16:940436  ->      34.0    58.2           0.2946699413   0.4752539626   0.8290375726           0.9563047560   0.1540669642 +0.2484845755 *i
2022-12-03 02:01:17:493705  ->      34.1    42.7           0.4120217797   0.3802027555   0.8280603346           0.9560492494   0.2154814618 +0.1988405700 *i
2022-12-03 02:01:18:046750  ->      39.0    25.7           0.5670661434   0.2729105047   0.7771459615           0.9426414911   0.3007856904 +0.1447583770 *i
2022-12-03 02:01:18:599522  ->      41.6    49.1           0.4346995887   0.5018309311   0.7477980905           0.9348256764   0.2325030215 +0.2684088295 *i
2022-12-03 02:01:19:152224  ->      42.0    37.4           0.5315671367   0.4064137639   0.7431448255           0.9335804265   0.2846927387 +0.2176640343 *i
2022-12-03 02:01:19:704950  ->      44.9    52.7           0.4277499839   0.5615021154   0.7083398377           0.9242131350   0.2314130625 +0.3037730660 *i
2022-12-03 02:01:20:257644  ->      35.1    47.7           0.3869857300   0.4252917642   0.8181497174           0.9534541723   0.2029388203 +0.2230268515 *i
2022-12-03 02:01:20:810026  ->      35.0    52.8           0.3467838057   0.4568707918   0.8191520443           0.9537169507   0.1818064602 +0.2395211658 *i
2022-12-03 02:01:21:362979  ->      43.2    30.4           0.5904312361   0.3464039487   0.7289686274           0.9297764859   0.3175124587 +0.1862834531 *i
2022-12-03 02:01:21:915586  ->      39.6    41.1           0.4803393840   0.4190267519   0.7705132428           0.9408807690   0.2552604963 +0.2226779236 *i
2022-12-03 02:01:22:468699  ->      46.2    35.8           0.5853936070   0.4221991849   0.6921431739           0.9198214973   0.3182104401 +0.2295006075 *i
2022-12-03 02:01:23:021623  ->      47.7    37.1           0.5899178746   0.4461513845   0.6730125135           0.9146071598   0.3224979535 +0.2439032866 *i
2022-12-03 02:01:23:574761  ->      41.3    43.4           0.4795404947   0.4534789032   0.7512641335           0.9357521396   0.2562326467 +0.2423071687 *i
2022-12-03 02:01:24:128098  ->      40.2    43.9           0.4650852544   0.4475615407   0.7637960286           0.9390942521   0.2476243750 +0.2382942605 *i
2022-12-03 02:01:24:680782  ->      36.3    60.9           0.2879169545   0.5172846713   0.8059282822           0.9502442534   0.1514962882 +0.2721851090 *i
2022-12-03 02:01:25:233148  ->      36.9    45.0           0.4245612129   0.4245612129   0.7996846585           0.9486001946   0.2237830096 +0.2237830096 *i
2022-12-03 02:01:25:786510  ->      38.1    24.5           0.5614787491   0.2558806079   0.7869350220           0.9452341038   0.2970051265 +0.1353530342 *i
2022-12-03 02:01:26:339359  ->      39.3    49.6           0.4105067485   0.4823437978   0.7738402097           0.9417643574   0.2179455749 +0.2560851841 *i
2022-12-03 02:01:26:892093  ->      38.7    37.0           0.4993409877   0.3762804237   0.7804304073           0.9435121640   0.2646182036 +0.1994041190 *i
2022-12-03 02:01:27:445078  ->      37.5    59.1           0.3126241065   0.5223568182   0.7933533403           0.9469301295   0.1650724255 +0.2758159245 *i
2022-12-03 02:01:27:997533  ->      38.9    42.0           0.4666674969   0.4201893015   0.7782431485           0.9429324336   0.2474554275 +0.2228098677 *i
2022-12-03 02:01:28:550221  ->      39.4    48.2           0.4230684969   0.4731763639   0.7727335735           0.9414705448   0.2246849353 +0.2512964248 *i
2022-12-03 02:01:29:102531  ->      39.0    30.4           0.5427974396   0.3184573663   0.7771459615           0.9426414911   0.2879129790 +0.1689175415 *i
2022-12-03 02:01:29:655256  ->      38.0    39.0           0.4784588292   0.3874483204   0.7880107536           0.9455185756   0.2530139764 +0.2048866783 *i
2022-12-03 02:01:30:208421  ->      39.8    34.9           0.5249871708   0.3662361231   0.7682835236           0.9402881270   0.2791629266 +0.1947467551 *i
2022-12-03 02:01:30:761425  ->      41.0    35.6           0.5334420958   0.3819070306   0.7547095802           0.9366721892   0.2847538882 +0.2038637609 *i
2022-12-03 02:01:31:314032  ->      46.1    39.6           0.5551941736   0.4592965644   0.6934018283           0.9201635258   0.3016823413 +0.2495733375 *i
2022-12-03 02:01:31:866552  ->      43.4    43.2           0.5008652397   0.4703437670   0.7265746710           0.9291325715   0.2695337861 +0.2531090726 *i
2022-12-03 02:01:32:420354  ->      44.3    62.3           0.3246527900   0.6183724419   0.7156927337           0.9261999605   0.1752606370 +0.3338223214 *i
2022-12-03 02:01:32:973277  ->      38.3    49.1           0.4057946276   0.4684621313   0.7847763705           0.9446630009   0.2147827464 +0.2479519844 *i
2022-12-03 02:01:33:526308  ->      41.2    25.1           0.5964886233   0.2794156888   0.7524149089           0.9360595357   0.3186168190 +0.1492510242 *i
2022-12-03 02:01:34:079088  ->      40.4    50.5           0.4122549532   0.5001052486   0.7615383075           0.9384930228   0.2196366639 +0.2664405789 *i
2022-12-03 02:01:34:631903  ->      33.3    37.8           0.4338131315   0.3364999578   0.8358073614           0.9580728995   0.2263988115 +0.1756129194 *i
2022-12-03 02:01:35:184475  ->      43.8    58.2           0.3647288568   0.5882474260   0.7217602281           0.9278362539   0.1965480737 +0.3169995910 *i
2022-12-03 02:01:35:737197  ->      37.5    47.0           0.4151742963   0.4452199245   0.7933533403           0.9469301295   0.2192211882 +0.2350859428 *i
2022-12-03 02:01:36:289793  ->      37.6    53.1           0.3663434968   0.4879237270   0.7922896434           0.9466492601   0.1934948413 +0.2577109324 *i
2022-12-03 02:01:36:842674  ->      34.5    30.2           0.4895306382   0.2849136351   0.8241261886           0.9550199445   0.2562934110 +0.1491663272 *i
2022-12-03 02:01:37:395458  ->      38.9    41.4           0.4710420409   0.4152794210   0.7782431485           0.9429324336   0.2497750762 +0.2202063511 *i
2022-12-03 02:01:37:947831  ->      38.4    36.3           0.5006005636   0.3677276719   0.7836934573           0.9443763702   0.2650429317 +0.1946933889 *i
2022-12-03 02:01:38:500771  ->      44.3    34.5           0.5755823273   0.3955867736   0.7156927337           0.9261999605   0.3107224961 +0.2135536550 *i
2022-12-03 02:01:39:053221  ->      44.3    43.0           0.5107886043   0.4763180793   0.7156927337           0.9261999605   0.2757442378 +0.2571356616 *i
2022-12-03 02:01:39:605307  ->      42.7    41.7           0.5063399032   0.4511323977   0.7349145951           0.9313738764   0.2718241922 +0.2421865210 *i
2022-12-03 02:01:40:157696  ->      40.7    50.3           0.4165394742   0.5017242218   0.7581343362           0.9375858191   0.2221340520 +0.2675617589 *i
2022-12-03 02:01:40:710141  ->      43.3    38.5           0.5367270371   0.4269319628   0.7277727577           0.9294548826   0.2887321629 +0.2296679327 *i
2022-12-03 02:01:41:262308  ->      43.3    42.2           0.5080573881   0.4606783082   0.7277727577           0.9294548826   0.2733093330 +0.2478217699 *i
2022-12-03 02:01:41:814243  ->      41.0    53.5           0.3902388599   0.5273775514   0.7547095802           0.9366721892   0.2083113305 +0.2815166061 *i
2022-12-03 02:01:42:366328  ->      35.6    48.1           0.3887606708   0.4332808480   0.8131007610           0.9521293927   0.2041532767 +0.2275325451 *i
2022-12-03 02:01:42:919039  ->      34.9    26.3           0.5129210117   0.2535013535   0.8201518759           0.9539790029   0.2688324430 +0.1328652689 *i
2022-12-03 02:01:43:471545  ->      40.0    51.2           0.4027731661   0.5009487876   0.7660444431           0.9396926208   0.2143111254 +0.2665492825 *i
2022-12-03 02:01:44:024690  ->      43.5    38.9           0.5357072323   0.4322612441   0.7253743710           0.9288095529   0.2883837869 +0.2326963815 *i
2022-12-03 02:01:44:577489  ->      34.7    50.4           0.3628724251   0.4386374116   0.8221440410           0.9545009275   0.1900848992 +0.2297731720 *i
2022-12-03 02:01:45:134481  ->      37.3    40.8           0.4587302228   0.3959653065   0.7954734809           0.9474897047   0.2420766265 +0.2089549388 *i
2022-12-03 02:01:45:689199  ->      39.0    39.6           0.4848996953   0.4011439145   0.7771459615           0.9426414911   0.2572026056 +0.2127765000 *i
2022-12-03 02:01:46:241960  ->      44.5    41.6           0.5241386095   0.4653520333   0.7132504492           0.9255405040   0.2831527130 +0.2513947424 *i
2022-12-03 02:01:46:795409  ->      41.8    37.2           0.5309130539   0.4029849415   0.7454759997           0.9342044743   0.2841524894 +0.2156834786 *i
2022-12-03 02:01:47:348317  ->      36.4    42.8           0.4354091593   0.4031933023   0.8048937974           0.9499720515   0.2291694574 +0.2122132444 *i
2022-12-03 02:01:47:900966  ->      43.9    58.6           0.3612690313   0.5918536834   0.7205511117           0.9275104074   0.1947520095 +0.3190550093 *i
2022-12-03 02:01:48:453233  ->      44.0    47.7           0.4675137759   0.5137909312   0.7193398003           0.9271838546   0.2521149250 +0.2770706849 *i
2022-12-03 02:01:49:006046  ->      43.4    24.8           0.6237225681   0.2882002872   0.7265746710           0.9291325715   0.3356477790 +0.1550910473 *i
2022-12-03 02:01:49:559389  ->      33.5    52.6           0.3352331899   0.4384668107   0.8338858221           0.9575713608   0.1750434504 +0.2289473290 *i
2022-12-03 02:01:50:115947  ->      36.1    53.6           0.3496402464   0.4742404935   0.8079898839           0.9507864860   0.1838689609 +0.2493937916 *i
2022-12-03 02:01:50:668498  ->      39.3    30.4           0.5462996605   0.3205121071   0.7738402097           0.9417643574   0.2900405267 +0.1701657663 *i
2022-12-03 02:01:51:220692  ->      38.8    39.1           0.4862736365   0.3951838647   0.7793379649           0.9432226579   0.2577724530 +0.2094859900 *i
2022-12-03 02:01:51:773545  ->      35.7    35.0           0.4780089762   0.3347054885   0.8120835269           0.9518622608   0.2510914635 +0.1758161355 *i
2022-12-03 02:01:52:326424  ->      31.8    35.6           0.4284681584   0.3067530728   0.8498926930           0.9617413095   0.2227564492 +0.1594779541 *i
2022-12-03 02:01:52:878649  ->      36.2    44.1           0.4241294615   0.4110100418   0.8069603121           0.9505157316   0.2231049142 +0.2162037030 *i
2022-12-03 02:01:53:430904  ->      39.4    41.5           0.4753850490   0.4205851633   0.7727335735           0.9414705448   0.2524694222 +0.2233660764 *i
2022-12-03 02:01:53:983703  ->      38.7    46.0           0.4343300448   0.4497619276   0.7804304073           0.9435121640   0.2301666377 +0.2383445305 *i
2022-12-03 02:01:54:536291  ->      37.6    37.3           0.4853542974   0.3697408918   0.7922896434           0.9466492601   0.2563538143 +0.1952892731 *i
2022-12-03 02:01:55:088565  ->      41.6    43.9           0.4783927706   0.4603676497   0.7477980905           0.9348256764   0.2558727165 +0.2462318170 *i
2022-12-03 02:01:55:641744  ->      42.4    56.0           0.3770651099   0.5590220146   0.7384553406           0.9323238012   0.2022178933 +0.2998003558 *i
2022-12-03 02:01:56:194363  ->      40.9    46.9           0.4473672266   0.4780670431   0.7558534692           0.9369774461   0.2387289195 +0.2551112864 *i
