


2022-12-02 22:20:21:565089  ->     Device used:genmet0

2022-12-02 22:20:21:565089  ->     Theta   Phi             X              Y              Z                      |0>            |1>
2022-12-02 23:20:55:826491  ->      34.6    26.4           0.5086243204   0.2524833053   0.8231363685           0.9547607995   0.2663621719 +0.1322233304 *i
2022-12-02 23:20:56:378105  ->      36.8    59.8           0.3013208186   0.5177210020   0.8007313709           0.9488760116   0.1587777617 +0.2728075089 *i
2022-12-02 23:20:56:930125  ->      42.0    42.5           0.4933348314   0.4520580853   0.7431448255           0.9335804265   0.2642165674 +0.2421098774 *i
2022-12-02 23:20:57:482225  ->      34.6    30.3           0.4902737629   0.2864928554   0.8231363685           0.9547607995   0.2567521431 +0.1500338386 *i
2022-12-02 23:20:58:034459  ->      39.7    62.1           0.2988985062   0.5645210427   0.7693995550           0.9405848061   0.1588897164 +0.3000904539 *i
2022-12-02 23:20:58:586704  ->      38.6    37.3           0.4962796744   0.3780637988   0.7815204724           0.9438009516   0.2629154344 +0.2002878881 *i
2022-12-02 23:20:59:138711  ->      41.8    34.7           0.5479856986   0.3794432870   0.7454759997           0.9342044743   0.2932900203 +0.2030836382 *i
2022-12-02 23:20:59:690704  ->      37.5    62.6           0.2801518786   0.5404677626   0.7933533403           0.9469301295   0.1479263728 +0.2853789027 *i
2022-12-02 23:21:00:242981  ->      43.3    31.4           0.5853808019   0.3573179676   0.7277727577           0.9294548826   0.3149054424 +0.1922191030 *i
2022-12-02 23:21:00:795081  ->      47.7    39.7           0.5690718354   0.4724525403   0.6730125135           0.9146071598   0.3111017825 +0.2582816760 *i
2022-12-02 23:21:01:347377  ->      42.0    61.5           0.3192815306   0.5880434275   0.7431448255           0.9335804265   0.1709984065 +0.3149398867 *i
2022-12-02 23:21:01:900458  ->      42.6    27.0           0.6031009051   0.3072952597   0.7360970871           0.9316912276   0.3236592163 +0.1649126077 *i
2022-12-02 23:21:02:452180  ->      36.4    46.4           0.4092332618   0.4297372597   0.8048937974           0.9499720515   0.2153922640 +0.2261841593 *i
2022-12-02 23:21:03:004170  ->      36.7    59.3           0.3051132864   0.5138693402   0.8017756442           0.9491511061   0.1607295637 +0.2706994371 *i
2022-12-02 23:21:03:556057  ->      39.2    25.1           0.5723460166   0.2681064653   0.7749444887           0.9420574528   0.3037744751 +0.1422983622 *i
2022-12-02 23:21:04:108197  ->      42.0    50.0           0.4301088630   0.5125837827   0.7431448255           0.9335804265   0.2303544777 +0.2745257763 *i
2022-12-02 23:21:04:660514  ->      43.5    55.9           0.3859184172   0.5699991203   0.7253743710           0.9288095529   0.2077489492 +0.3068439157 *i
2022-12-02 23:21:05:212353  ->      43.3    24.6           0.6235708107   0.2854930073   0.7277727577           0.9294548826   0.3354497472 +0.1535808852 *i
2022-12-02 23:21:05:766495  ->      34.6    56.8           0.3109303515   0.4751513815   0.8231363685           0.9547607995   0.1628315446 +0.2488326823 *i
2022-12-02 23:21:06:318535  ->      38.5    47.5           0.4205647926   0.4589659334   0.7826081569           0.9440890204   0.2227357715 +0.2430734409 *i
2022-12-02 23:21:06:870343  ->      44.5    27.2           0.6234001759   0.3203841718   0.7132504492           0.9255405040   0.3367762800 +0.1730794981 *i
2022-12-02 23:21:07:422022  ->      39.3    60.6           0.3109290478   0.5518101639   0.7738402097           0.9417643574   0.1650779441 +0.2929661542 *i
2022-12-02 23:21:07:974457  ->      39.7    42.3           0.4724525403   0.4298987344   0.7693995550           0.9405848061   0.2511482948 +0.2285273649 *i
2022-12-02 23:21:08:525904  ->      38.6    28.6           0.5477556646   0.2986460833   0.7815204724           0.9438009516   0.2901860099 +0.1582145487 *i
2022-12-02 23:21:09:077883  ->      44.5    61.9           0.3301365911   0.6182908927   0.7132504492           0.9255405040   0.1783479976 +0.3340161181 *i
2022-12-02 23:21:09:630165  ->      36.7    37.2           0.4760263093   0.3613236349   0.8017756442           0.9491511061   0.2507642389 +0.1903404171 *i
2022-12-02 23:21:10:182348  ->      37.3    34.8           0.4976068956   0.3458458019   0.7954734809           0.9474897047   0.2625922441 +0.1825063640 *i
2022-12-02 23:21:10:734797  ->      39.3    62.6           0.2914817413   0.5623252834   0.7738402097           0.9417643574   0.1547530117 +0.2985488243 *i
2022-12-02 23:21:11:287059  ->      41.6    30.2           0.5738146960   0.3339681281   0.7477980905           0.9348256764   0.3069099996 +0.1786258853 *i
2022-12-02 23:21:11:839147  ->      36.6    38.6           0.4659619460   0.3719725345   0.8028174752           0.9494254776   0.2453915325 +0.1958934868 *i
2022-12-02 23:21:12:391824  ->      36.4    61.9           0.2795073461   0.5234707427   0.8048937974           0.9499720515   0.1471134575 +0.2755190228 *i
2022-12-02 23:21:12:943803  ->      44.8    27.0           0.6278336782   0.3198972371   0.7095707365           0.9245460336   0.3395361915 +0.1730023306 *i
2022-12-02 23:21:13:495790  ->      40.9    46.5           0.4506938350   0.4749322059   0.7558534692           0.9369774461   0.2405041001 +0.2534384407 *i
2022-12-02 23:21:14:048218  ->      38.7    59.2           0.3201510410   0.5370583676   0.7804304073           0.9435121640   0.1696592016 +0.2846059585 *i
2022-12-02 23:21:14:599895  ->      42.3    25.4           0.6079559560   0.2886787123   0.7396310950           0.9326390231   0.3259331536 +0.1547644400 *i
2022-12-02 23:21:15:152042  ->      37.6    50.2           0.3905598375   0.4687644764   0.7922896434           0.9466492601   0.2062853973 +0.2475914239 *i
2022-12-02 23:21:15:703898  ->      40.5    54.6           0.3762130268   0.5293831561   0.7604059656           0.9381913359   0.2004990946 +0.2821296338 *i
2022-12-02 23:21:16:256371  ->      45.8    24.7           0.6513191496   0.2995733378   0.6971651029           0.9211854056   0.3535222908 +0.1626020864 *i
2022-12-02 23:21:16:808296  ->      40.2    55.9           0.3618687491   0.5344779089   0.7637960286           0.9390942521   0.1926690256 +0.2845709617 *i
2022-12-02 23:21:17:360511  ->      38.9    50.0           0.4036468728   0.4810476108   0.7782431485           0.9429324336   0.2140380681 +0.2550806366 *i
2022-12-02 23:21:17:912717  ->      38.1    25.5           0.5569275008   0.2656407914   0.7869350220           0.9452341038   0.2945976550 +0.1405158734 *i
2022-12-02 23:21:18:464971  ->      31.9    60.1           0.2634200311   0.4581014744   0.8489716876           0.9615018689   0.1369836293 +0.2382218325 *i
2022-12-02 23:21:19:016961  ->      38.7    43.5           0.4535349986   0.4303886434   0.7804304073           0.9435121640   0.2403440124 +0.2280779516 *i
2022-12-02 23:21:19:569122  ->      37.8    28.8           0.5370945454   0.2952702250   0.7901550124           0.9460853588   0.2838509973 +0.1560484063 *i
2022-12-02 23:21:20:121927  ->      41.1    62.0           0.3086189840   0.5804278909   0.7535633923           0.9363662190   0.1647960903 +0.3099363684 *i
2022-12-02 23:21:20:674536  ->      40.7    38.3           0.5117514186   0.4041569174   0.7581343362           0.9375858191   0.2729091077 +0.2155306262 *i
2022-12-02 23:21:21:226084  ->      44.4    35.1           0.5724293643   0.4023100955   0.7144726796           0.9258705848   0.3091303330 +0.2172604369 *i
2022-12-02 23:21:21:778386  ->      38.5    62.6           0.2864811018   0.5526780719   0.7826081569           0.9440890204   0.1517235640 +0.2927044272 *i
2022-12-02 23:21:22:330722  ->      37.3    32.3           0.5122188661   0.3238113254   0.7954734809           0.9474897047   0.2703031303 +0.1708785456 *i
2022-12-02 23:21:22:882715  ->      40.1    40.1           0.4927039492   0.4148952504   0.7649214009           0.9393937941   0.2622456910 +0.2208313771 *i
2022-12-02 23:21:23:435021  ->      41.1    61.5           0.3136723573   0.5777126154   0.7535633923           0.9363662190   0.1674944861 +0.3084864681 *i
2022-12-02 23:21:23:987221  ->      42.5    26.9           0.6024896782   0.3056604592   0.7372773368           0.9320078693   0.3232213472 +0.1639795485 *i
2022-12-02 23:21:24:539238  ->      42.1    45.3           0.4715745324   0.4765388880   0.7419758410           0.9332673360   0.2526470788 +0.2553067431 *i
2022-12-02 23:21:25:091536  ->      39.8    59.1           0.3287227365   0.5492556689   0.7682835236           0.9402881270   0.1747989404 +0.2920677467 *i
2022-12-02 23:21:25:658683  ->      38.6    30.5           0.5375528531   0.3166428292   0.7815204724           0.9438009516   0.2847808387 +0.1677487338 *i
2022-12-02 23:21:26:210513  ->      33.9    62.4           0.2584010976   0.4942757119   0.8300122851           0.9565595342   0.1350679641 +0.2583611862 *i
2022-12-02 23:21:26:762960  ->      39.8    34.6           0.5268975735   0.3634822890   0.7682835236           0.9402881270   0.2801787869 +0.1932823985 *i
2022-12-02 23:21:27:315323  ->      31.7    36.1           0.4245757783   0.3096059827   0.8508111094           0.9619800178   0.2206780653 +0.1609212130 *i
2022-12-02 23:21:27:867390  ->      44.1    62.3           0.3234895280   0.6161567542   0.7181262978           0.9268565956   0.1745089421 +0.3323905538 *i
2022-12-02 23:21:28:419533  ->      46.2    29.2           0.6300404376   0.3521176989   0.6921431739           0.9198214973   0.3424797308 +0.1914054520 *i
2022-12-02 23:21:28:971638  ->      41.8    39.9           0.5113404837   0.4275470075   0.7454759997           0.9342044743   0.2736769614 +0.2288294582 *i
2022-12-02 23:21:29:523420  ->      43.4    61.0           0.3331066352   0.6009402775   0.7265746710           0.9291325715   0.1792567850 +0.3233878006 *i
2022-12-02 23:21:30:075582  ->      43.3    26.3           0.6148268471   0.3038663543   0.7277727577           0.9294548826   0.3307459343 +0.1634648222 *i
2022-12-02 23:21:30:631238  ->      33.5    51.8           0.3413224654   0.4337434845   0.8338858221           0.9575713608   0.1782229917 +0.2264810239 *i
2022-12-02 23:21:31:183885  ->      39.0    55.6           0.3555452555   0.5192607494   0.7771459615           0.9426414911   0.1885898610 +0.2754285454 *i
2022-12-02 23:21:31:735615  ->      37.9    24.7           0.5580831276   0.2566895590   0.7890840848           0.9458023273   0.2950315893 +0.1356993695 *i
2022-12-02 23:21:32:287791  ->      40.4    56.2           0.3605462593   0.5385775720   0.7615383075           0.9384930228   0.1920878741 +0.2869374406 *i
2022-12-02 23:21:32:840342  ->      38.4    48.5           0.4115849721   0.4652121835   0.7836934573           0.9443763702   0.2179136333 +0.2463065565 *i
2022-12-02 23:21:33:392768  ->      38.7    26.2           0.5610042065   0.2760482922   0.7804304073           0.9435121640   0.2972956936 +0.1462876170 *i
2022-12-02 23:21:33:945057  ->      34.0    60.8           0.2728076593   0.4881318309   0.8290375726           0.9563047560   0.1426363602 +0.2552177158 *i
2022-12-02 23:21:34:497402  ->      33.2    41.8           0.4081952414   0.3649686680   0.8367643135           0.9583225745   0.2129738213 +0.1904205732 *i
2022-12-02 23:21:35:049361  ->      39.0    30.9           0.5399977420   0.3231819816   0.7771459615           0.9426414911   0.2864279512 +0.1714235924 *i
2022-12-02 23:21:35:601572  ->      36.8    62.3           0.2784513550   0.5303716758   0.8007313709           0.9488760116   0.1467269441 +0.2794736453 *i
2022-12-02 23:21:36:153751  ->      40.7    35.4           0.5315435345   0.3777483279   0.7581343362           0.9375858191   0.2834639367 +0.2014473343 *i
2022-12-02 23:21:36:706015  ->      39.4    35.3           0.5180274314   0.3667838665   0.7727335735           0.9414705448   0.2751161118 +0.1947930652 *i
2022-12-02 23:21:37:257712  ->      41.8    62.6           0.3067380994   0.5917577818   0.7454759997           0.9342044743   0.1641707505 +0.3167174843 *i
2022-12-02 23:21:37:812997  ->      36.8    28.9           0.5244239113   0.2894975523   0.8007313709           0.9488760116   0.2763395348 +0.1525476188 *i
2022-12-02 23:21:38:364731  ->      45.0    43.2           0.5154586597   0.4840479006   0.7071067812           0.9238795325   0.2789642164 +0.2619648361 *i
2022-12-02 23:21:38:916750  ->      35.2    59.6           0.2916942147   0.4971807521   0.8171448983           0.9531906678   0.1530093740 +0.2607981639 *i
2022-12-02 23:21:39:468943  ->      37.3    25.6           0.5465000500   0.2618389517   0.7954734809           0.9474897047   0.2883936613 +0.1381750907 *i
2022-12-02 23:21:40:021490  ->      42.0    49.7           0.4327868374   0.5103247219   0.7431448255           0.9335804265   0.2317887271 +0.2733158855 *i
2022-12-02 23:21:40:573606  ->      43.2    56.2           0.3808105536   0.5688480135   0.7289686274           0.9297764859   0.2047860746 +0.3059057860 *i
2022-12-02 23:21:41:125896  ->      40.8    24.5           0.5945874432   0.2709691091   0.7569950557           0.9372819895   0.3171870632 +0.1445504726 *i
2022-12-02 23:21:41:677868  ->      37.5    55.5           0.3448062702   0.5016962363   0.7933533403           0.9469301295   0.1820653179 +0.2649066814 *i
2022-12-02 23:21:42:229737  ->      37.7    50.6           0.3881548721   0.4725474751   0.7912235330           0.9463676698   0.2050761477 +0.2496637883 *i
2022-12-02 23:21:42:781968  ->      40.5    25.3           0.5871546474   0.2775467303   0.7604059656           0.9381913359   0.3129183914 +0.1479158460 *i
2022-12-02 23:21:43:333530  ->      37.6    58.2           0.3215195302   0.5185579165   0.7922896434           0.9466492601   0.1698197758 +0.2738912596 *i
2022-12-02 23:21:43:889746  ->      40.4    41.4           0.4861619122   0.4286093807   0.7615383075           0.9384930228   0.2590120014 +0.2283497961 *i
2022-12-02 23:21:44:441905  ->      41.1    30.3           0.5675748623   0.3316639707   0.7535633923           0.9363662190   0.3030731197 +0.1771016318 *i
2022-12-02 23:21:44:993898  ->      41.9    62.4           0.3094041751   0.5918356010   0.7443115462           0.9338928060   0.1656529385 +0.3168648464 *i
2022-12-02 23:21:45:546016  ->      35.8    34.9           0.4797541344   0.3346811199   0.8110638190           0.9515944039   0.2520791067 +0.1758528206 *i
2022-12-02 23:21:46:098026  ->      38.8    35.8           0.5082156802   0.3665367086   0.7793379649           0.9432226579   0.2694038761 +0.1943002034 *i
2022-12-02 23:21:46:650228  ->      38.8    62.6           0.2883629391   0.5563085041   0.7793379649           0.9432226579   0.1528604814 +0.2948977632 *i
2022-12-02 23:21:47:202537  ->      34.6    29.5           0.4942260379   0.2796196385   0.8231363685           0.9547607995   0.2588219155 +0.1464343942 *i
2022-12-02 23:21:47:754611  ->      46.5    40.9           0.5482767348   0.4749322059   0.6883545757           0.9187912101   0.2983685133 +0.2584549137 *i
2022-12-02 23:21:48:306906  ->      42.2    61.2           0.3236038619   0.5886332395   0.7408045963           0.9329535348   0.1734297850 +0.3154676078 *i
2022-12-02 23:21:48:858865  ->      32.2    26.5           0.4768892899   0.2377682290   0.8461931661           0.9607791542   0.2481784122 +0.1237371918 *i
2022-12-02 23:21:49:410983  ->      36.3    47.6           0.3991958999   0.4371752936   0.8059282822           0.9502442534   0.2100490998 +0.2300331162 *i
2022-12-02 23:21:49:963083  ->      40.0    57.8           0.3425262678   0.5439224826   0.7660444431           0.9396926208   0.1822544203 +0.2894151080 *i
2022-12-02 23:21:50:514418  ->      36.3    25.2           0.5356695396   0.2520669519   0.8059282822           0.9502442534   0.2818588682 +0.1326327157 *i
2022-12-02 23:21:51:066362  ->      33.2    51.2           0.3431052028   0.4267368083   0.8367643135           0.9583225745   0.1790134199 +0.2226477909 *i
2022-12-02 23:21:51:618138  ->      38.6    55.0           0.3578426358   0.5110522470   0.7815204724           0.9438009516   0.1895752675 +0.2707415405 *i
2022-12-02 23:21:52:170449  ->      37.4    24.7           0.5518059172   0.2538023648   0.7944146205           0.9472102777   0.2912795238 +0.1339736122 *i
2022-12-02 23:21:52:722505  ->      43.7    55.7           0.3893302354   0.5707367815   0.7229671459           0.9281613938   0.2097319701 +0.3074555704 *i
2022-12-02 23:21:53:274445  ->      44.1    51.6           0.4322646889   0.5453823056   0.7181262978           0.9268565956   0.2331885487 +0.2942107269 *i
2022-12-02 23:21:53:826137  ->      34.7    25.4           0.5142502850   0.2441839883   0.8221440410           0.9545009275   0.2693817629 +0.1279118654 *i
2022-12-02 23:21:54:377688  ->      43.9    58.4           0.3633327852   0.5905890133   0.7205511117           0.9275104074   0.1958645328 +0.3183732542 *i
2022-12-02 23:21:54:929971  ->      43.7    46.6           0.4746966761   0.5019776605   0.7229671459           0.9281613938   0.2557188218 +0.2704150721 *i
2022-12-02 23:21:55:482222  ->      37.6    27.7           0.5402186389   0.2836211262   0.7922896434           0.9466492601   0.2853319924 +0.1498026450 *i
2022-12-02 23:21:56:034827  ->      38.3    61.5           0.2957329944   0.5446724192   0.7847763705           0.9446630009   0.1565283038 +0.2882892728 *i
2022-12-02 23:21:56:587342  ->      40.6    38.6           0.5085933737   0.4060047562   0.7592713073           0.9378889346   0.2711373143 +0.2164460744 *i
2022-12-02 23:21:57:138825  ->      36.7    31.2           0.5111871917   0.3095859676   0.8017756442           0.9491511061   0.2692865174 +0.1630857119 *i
2022-12-02 23:21:57:691043  ->      37.4    62.7           0.2785726583   0.5397246379   0.7944146205           0.9472102777   0.1470490053 +0.2849022284 *i
2022-12-02 23:21:58:243272  ->      40.5    35.1           0.5313457372   0.3734360387   0.7604059656           0.9381913359   0.2831755724 +0.1990191256 *i
2022-12-02 23:21:58:795456  ->      44.1    37.0           0.5557806713   0.4188107758   0.7181262978           0.9268565956   0.2998202062 +0.2259307307 *i
2022-12-02 23:21:59:347537  ->      45.5    62.5           0.3293424058   0.6326608752   0.7009092643           0.9222009717   0.1785632503 +0.3430168123 *i
2022-12-02 23:21:59:899884  ->      42.3    29.6           0.5851809680   0.3324290572   0.7396310950           0.9326390231   0.3137231841 +0.1782195731 *i
2022-12-02 23:22:00:451698  ->      34.3    43.6           0.4080897078   0.3886185768   0.8260982945           0.9555360523   0.2135396707 +0.2033510802 *i
2022-12-02 23:22:01:004031  ->      43.1    60.7           0.3343821946   0.5958620627   0.7301622766           0.9300973811   0.1797565510 +0.3203224064 *i
2022-12-02 23:22:01:555730  ->      41.4    26.0           0.5943831673   0.2899000408   0.7501110696           0.9354440308   0.3177010851 +0.1549531726 *i
2022-12-02 23:22:02:107753  ->      46.1    48.8           0.4746194227   0.5421533990   0.6934018283           0.9201635258   0.2578994980 +0.2945962233 *i
2022-12-02 23:22:02:659050  ->      39.2    58.8           0.3274082495   0.5406152769   0.7749444887           0.9420574528   0.1737729735 +0.2869332838 *i
2022-12-02 23:22:03:211017  ->      37.6    25.2           0.5520758502   0.2597871756   0.7922896434           0.9466492601   0.2915947191 +0.1372140594 *i
2022-12-02 23:22:03:763096  ->      37.5    52.4           0.3714328419   0.4823153755   0.7933533403           0.9469301295   0.1961247352 +0.2546731593 *i
2022-12-02 23:22:04:315487  ->      43.3    53.9           0.4040816754   0.5541342914   0.7277727577           0.9294548826   0.2173756268 +0.2980963905 *i
2022-12-02 23:22:04:867757  ->      35.6    24.9           0.5280111557   0.2450946182   0.8131007610           0.9521293927   0.2772790966 +0.1287086714 *i
2022-12-02 23:22:05:419850  ->      40.1    56.6           0.3545776524   0.5377452360   0.7649214009           0.9393937941   0.1887268442 +0.2862192828 *i
2022-12-02 23:22:05:972537  ->      37.9    48.0           0.4110370284   0.4565028678   0.7890840848           0.9458023273   0.2172954203 +0.2413310132 *i
2022-12-02 23:22:06:524711  ->      42.4    27.1           0.6002726196   0.3071750186   0.7384553406           0.9323238012   0.3219228227 +0.1647362312 *i
2022-12-02 23:22:07:076900  ->      39.3    61.1           0.3061018176   0.5545024861   0.7738402097           0.9417643574   0.1625150789 +0.2943955575 *i
2022-12-02 23:22:07:629012  ->      36.9    41.3           0.4510741803   0.3962783502   0.7996846585           0.9486001946   0.2377577945 +0.2088753262 *i
2022-12-02 23:22:08:180893  ->      45.8    30.3           0.6189774288   0.3617012054   0.6971651029           0.9211854056   0.3359678872 +0.1963237819 *i
2022-12-02 23:22:08:732756  ->      41.4    61.9           0.3114857458   0.5833609632   0.7501110696           0.9354440308   0.1664908511 +0.3118096562 *i
2022-12-02 23:22:09:284583  ->      40.6    38.8           0.5071730541   0.4077776049   0.7592713073           0.9378889346   0.2703801247 +0.2173912016 *i
2022-12-02 23:22:09:837228  ->      41.8    33.4           0.5564532086   0.3669132875   0.7454759997           0.9342044743   0.2978219565 +0.1963773979 *i
2022-12-02 23:22:10:389422  ->      38.7    62.6           0.2877365359   0.5551000497   0.7804304073           0.9435121640   0.1524816250 +0.2941668751 *i
2022-12-02 23:22:10:941847  ->      39.7    30.5           0.5503809783   0.3241991724   0.7693995550           0.9405848061   0.2925738194 +0.1723391502 *i
2022-12-02 23:22:11:494015  ->      39.4    41.1           0.4783096787   0.4172561271   0.7727335735           0.9414705448   0.2540226465 +0.2215980784 *i
2022-12-02 23:22:12:045923  ->      40.2    61.2           0.3109516125   0.5656188834   0.7637960286           0.9390942521   0.1655593205 +0.3011512860 *i
2022-12-02 23:22:12:598204  ->      46.5    27.3           0.6445801662   0.3326926321   0.6883545757           0.9187912101   0.3507761933 +0.1810490939 *i
2022-12-02 23:22:13:150230  ->      40.8    45.0           0.4620381400   0.4620381400   0.7569950557           0.9372819895   0.2464776584 +0.2464776584 *i
2022-12-02 23:22:13:702250  ->      45.1    59.4           0.3605743138   0.6096978677   0.7058715707           0.9235452265   0.1952120500 +0.3300855498 *i
2022-12-02 23:22:14:254201  ->      33.1    25.1           0.4945328970   0.2316561366   0.8377187166           0.9585715197   0.2579530514 +0.1208340389 *i
2022-12-02 23:22:14:806234  ->      34.7    50.0           0.3659258241   0.4360934155   0.8221440410           0.9545009275   0.1916843733 +0.2284405405 *i
2022-12-02 23:22:15:358694  ->      39.7    56.1           0.3562696260   0.5301851359   0.7693995550           0.9405848061   0.1893872959 +0.2818380291 *i
2022-12-02 23:22:15:910848  ->      36.2    24.7           0.5365700787   0.2467946621   0.8069603121           0.9505157316   0.2822520769 +0.1298214505 *i
2022-12-02 23:22:16:463277  ->      33.5    56.8           0.3022203948   0.4618411726   0.8338858221           0.9575713608   0.1578056776 +0.2411523524 *i
2022-12-02 23:22:17:015296  ->      42.0    50.3           0.4274190971   0.5148287908   0.7431448255           0.9335804265   0.2289139130 +0.2757281409 *i
2022-12-02 23:22:17:567389  ->      40.8    26.0           0.5872905486   0.2864407395   0.7569950557           0.9372819895   0.3132944808 +0.1528039281 *i
2022-12-02 23:22:18:119694  ->      36.6    59.9           0.2990131766   0.5158247976   0.8028174752           0.9494254776   0.1574705881 +0.2716510193 *i
2022-12-02 23:22:18:671612  ->      37.3    42.5           0.4467815139   0.4093998291   0.7954734809           0.9474897047   0.2357711708 +0.2160444737 *i
2022-12-02 23:22:19:223335  ->      40.5    28.5           0.5707460587   0.3098898256   0.7604059656           0.9381913359   0.3041735927 +0.1651527859 *i
2022-12-02 23:22:19:775563  ->      34.3    61.9           0.2654274644   0.4971014675   0.8260982945           0.9555360523   0.1388892987 +0.2601165421 *i
2022-12-02 23:22:20:326733  ->      39.1    40.0           0.4831256977   0.4053905947   0.7760464071           0.9423498308   0.2563409479 +0.2150955948 *i
2022-12-02 23:22:20:878895  ->      39.6    31.3           0.5446525566   0.3311539450   0.7705132428           0.9408807690   0.2894376071 +0.1759808235 *i
2022-12-02 23:22:21:430950  ->      33.5    62.6           0.2540012819   0.4900181472   0.8338858221           0.9575713608   0.1326278606 +0.2558650808 *i
2022-12-02 23:22:21:983133  ->      34.1    32.5           0.4728381322   0.3012311122   0.8280603346           0.9560492494   0.2472875391 +0.1575395370 *i
2022-12-02 23:22:22:535125  ->      41.9    37.1           0.5326525134   0.4028419319   0.7443115462           0.9338928060   0.2851786147 +0.2156788923 *i
2022-12-02 23:22:23:087420  ->      37.2    62.3           0.2810430894   0.5353082024   0.7965299180           0.9477684100   0.1482656978 +0.2824045393 *i
2022-12-02 23:22:23:639819  ->      38.1    28.7           0.5412306507   0.2963151260   0.7869350220           0.9452341038   0.2862945003 +0.1567416605 *i
2022-12-02 23:22:24:191963  ->      46.2    43.7           0.5218089321   0.4986514466   0.6921431739           0.9198214973   0.2836468454 +0.2710588131 *i
2022-12-02 23:22:24:744209  ->      44.5    60.0           0.3504546321   0.6070052286   0.7132504492           0.9255405040   0.1893243087 +0.3279193217 *i
2022-12-02 23:22:25:296076  ->      37.0    25.9           0.5413673856   0.2628738784   0.7986355100           0.9483236552   0.2854338720 +0.1385992414 *i
2022-12-02 23:22:25:848250  ->      42.6    47.5           0.4572907769   0.4990453123   0.7360970871           0.9316912276   0.2454089742 +0.2678168998 *i
2022-12-02 23:22:26:400307  ->      36.4    56.8           0.3249343584   0.4965517472   0.8048937974           0.9499720515   0.1710231148 +0.2613507137 *i
2022-12-02 23:22:26:954684  ->      39.6    24.6           0.5795689083   0.2653473635   0.7705132428           0.9408807690   0.3079927486 +0.1410100898 *i
2022-12-02 23:22:27:506917  ->      35.0    54.8           0.3306279937   0.4686950588   0.8191520443           0.9537169507   0.1733365405 +0.2457202100 *i
2022-12-02 23:22:28:059173  ->      36.9    48.8           0.3954904741   0.4517651291   0.7996846585           0.9486001946   0.2084600427 +0.2381219884 *i
2022-12-02 23:22:28:611327  ->      37.7    26.0           0.5496368629   0.2680758099   0.7912235330           0.9463676698   0.2903928782 +0.1416340702 *i
2022-12-02 23:22:29:163464  ->      38.2    60.0           0.3092041977   0.5355573803   0.7858568932           0.9449489122   0.1636089495 +0.2833790131 *i
2022-12-02 23:22:29:715547  ->      42.5    43.7           0.4884295242   0.4667533915   0.7372773368           0.9320078693   0.2620307941 +0.2504020658 *i
2022-12-02 23:22:30:267761  ->      38.8    28.6           0.5501474787   0.2999501427   0.7793379649           0.9432226579   0.2916318189 +0.1590028294 *i
2022-12-02 23:22:30:819728  ->      44.2    61.9           0.3283730466   0.6149880673   0.7169106077           0.9265286309   0.1772060979 +0.3318775302 *i
2022-12-02 23:22:31:372077  ->      43.3    37.0           0.5477188901   0.4127357879   0.7277727577           0.9294548826   0.2946452272 +0.2220311043 *i
2022-12-02 23:22:31:923818  ->      40.8    33.7           0.5436159650   0.3625467809   0.7569950557           0.9372819895   0.2899959516 +0.1934032580 *i
2022-12-02 23:22:32:476362  ->      37.6    62.6           0.2807886731   0.5416962637   0.7922896434           0.9466492601   0.1483066036 +0.2861124423 *i
2022-12-02 23:22:33:032074  ->      41.1    29.2           0.5738373651   0.3207068633   0.7535633923           0.9363662190   0.3064171653 +0.1712507654 *i
2022-12-02 23:22:33:584060  ->      42.0    44.2           0.4797068296   0.4664945080   0.7431448255           0.9335804265   0.2569177845 +0.2498416284 *i
2022-12-02 23:22:34:136245  ->      41.9    60.5           0.3288564845   0.5812518686   0.7443115462           0.9338928060   0.1760675756 +0.3111983864 *i
2022-12-02 23:22:34:688497  ->      44.8    25.3           0.6370474931   0.3011309704   0.7095707365           0.9245460336   0.3445190775 +0.1628534218 *i
2022-12-02 23:22:35:240492  ->      39.5    49.4           0.4139433059   0.4829559419   0.7716245834           0.9411760153   0.2199074877 +0.2565704682 *i
2022-12-02 23:22:35:792938  ->      36.0    55.5           0.3329252329   0.4844092197   0.8090169944           0.9510565163   0.1750291529 +0.2546689978 *i
2022-12-02 23:22:36:344849  ->      34.1    24.6           0.5097532180   0.2333832448   0.8280603346           0.9560492494   0.2665935977 +0.1220560787 *i
2022-12-02 23:22:36:897029  ->      40.2    54.1           0.3784785455   0.5228476042   0.7637960286           0.9390942521   0.2015125450 +0.2783786628 *i
2022-12-02 23:22:37:449283  ->      42.7    52.2           0.4156488452   0.5358512623   0.7349145951           0.9313738764   0.2231374831 +0.2876671098 *i
2022-12-02 23:22:38:001584  ->      32.0    25.2           0.4794852859   0.2256286489   0.8480480962           0.9612616959   0.2494041362 +0.1173606781 *i
2022-12-02 23:22:38:553548  ->      37.0    58.0           0.3189133743   0.5103680846   0.7986355100           0.9483236552   0.1681458501 +0.2690896098 *i
2022-12-02 23:22:39:105127  ->      40.1    47.2           0.4376441991   0.4726127436   0.7649214009           0.9393937941   0.2329396904 +0.2515519831 *i
2022-12-02 23:22:39:656607  ->      39.3    26.6           0.5663401908   0.2836020418   0.7738402097           0.9417643574   0.3006804124 +0.1505695345 *i
2022-12-02 23:22:40:208819  ->      47.8    61.3           0.3557517742   0.6497939097   0.6717205893           0.9142539552   0.1945585098 +0.3553683886 *i
